lat,lon,label,tid,category,day,hour
40.005573,116.317842,0,131,1,6,18
40.005573,116.317842,0,131,2,6,23
40.00557,116.317834,0,131,3,0,1
40.005563,116.317824,0,131,1,0,5
40.005555,116.31779,0,130,1,0,7
40.005565,116.317801,0,129,1,0,8
40.005565,116.317801,0,129,1,0,20
40.005567,116.317807,0,129,1,1,3
40.005568,116.317773,0,128,1,1,20
40.005685,116.317708,0,126,1,2,3
40.005827,116.317718,0,122,1,2,4
40.005969,116.317689,0,116,2,2,4
40.006117,116.317661,0,117,1,2,18
40.006292,116.317658,0,114,1,2,22
40.006465,116.317667,0,121,1,3,1
40.006532,116.317657,0,114,5,3,3
40.00646,116.317564,0,105,0,3,4
40.006482,116.317562,0,105,1,3,22
40.0065,116.317548,0,106,3,4,2
40.006501,116.317525,0,106,1,4,4
40.006503,116.317525,0,106,1,5,8
40.006503,116.317525,0,106,5,6,1
40.006497,116.317528,0,106,0,6,22
40.006481,116.317534,0,106,1,6,23
40.006454,116.317542,0,106,2,1,18
40.006426,116.317551,0,106,1,1,20
40.0064,116.317564,0,106,1,3,4
40.006375,116.317579,0,106,2,3,6
40.006345,116.31759,0,107,3,4,2
40.006303,116.317611,0,107,0,4,3
40.006234,116.317629,0,107,0,4,4
40.006162,116.317643,0,107,1,4,5
40.006104,116.317659,0,107,1,4,5
40.006094,116.317671,0,107,1,4,7
40.006104,116.317678,0,106,2,4,9
40.006103,116.317679,0,106,2,4,18
40.006105,116.317681,0,106,3,5,15
40.00611,116.317681,0,106,1,5,16
40.006118,116.31768,0,106,1,5,19
40.006118,116.31768,0,106,1,5,19
40.006126,116.317682,0,105,0,5,21
40.006247,116.317718,0,104,1,5,23
40.006272,116.317714,0,96,1,6,0
40.006372,116.317725,0,105,2,0,13
40.006378,116.317809,0,102,1,0,21
40.006338,116.317995,0,100,1,1,1
40.006384,116.318257,0,104,3,1,3
40.00642,116.318516,0,102,1,1,4
40.006466,116.318765,0,101,1,1,5
40.006489,116.318999,0,101,0,1,6
40.006567,116.319177,0,103,1,1,7
40.006675,116.319323,0,105,1,1,8
40.006857,116.319348,0,102,1,2,23
40.006993,116.319452,0,93,1,3,0
40.007098,116.319501,0,99,0,3,4
40.007289,116.319623,0,122,1,3,5
40.007594,116.319745,0,117,2,3,6
40.00765,116.319776,0,121,1,4,0
40.007594,116.319722,0,110,3,4,2
40.007559,116.319708,0,110,1,4,3
40.00755,116.319701,0,109,1,4,5
40.00755,116.319701,0,109,1,0,0
40.007546,116.3197,0,109,3,0,2
40.0075,116.319762,0,105,1,0,3
40.007459,116.319806,0,104,1,0,4
40.007432,116.319832,0,104,3,0,20
40.007444,116.319846,0,104,1,0,20
40.007524,116.319856,0,104,1,0,21
40.007709,116.319833,0,104,1,1,4
40.007804,116.319828,0,104,2,2,0
40.00785,116.319828,0,104,0,2,20
40.0079,116.31983,0,105,1,2,21
40.007888,116.319817,0,105,4,2,23
40.007814,116.319764,0,105,1,3,1
40.007808,116.319731,0,105,1,3,3
40.007822,116.319678,0,105,0,3,4
40.007834,116.319641,0,106,0,0,12
40.007837,116.319614,0,106,4,0,14
40.007718,116.319451,0,109,4,0,18
40.007717,116.319491,0,110,4,0,19
40.007835,116.319479,0,114,0,2,9
40.007856,116.319483,0,106,0,2,9
40.007858,116.319483,0,106,4,2,19
40.007858,116.319483,0,106,0,2,20
40.007855,116.319482,0,106,0,3,18
40.0079,116.31947,0,107,4,3,19
40.007912,116.319464,0,106,0,4,9
40.007928,116.319454,0,109,7,4,20
40.007909,116.31946,0,112,4,5,10
40.007802,116.319477,0,113,0,5,11
40.007688,116.319508,0,116,0,5,20
40.007571,116.319531,0,118,0,6,10
40.007497,116.319546,0,118,4,6,12
40.007446,116.319533,0,117,5,6,13
40.007407,116.31953,0,116,3,0,7
40.007976,116.319578,0,181,5,0,8
40.007875,116.319622,0,108,0,0,16
40.007751,116.319584,0,105,3,1,7
40.007772,116.31953,0,105,5,1,8
40.006715,116.322996,0,86,4,1,10
40.006672,116.323263,0,93,5,1,21
40.006643,116.323541,0,88,0,2,9
40.006725,116.323781,0,94,4,2,19
40.00679,116.324004,0,102,0,2,19
40.006862,116.324086,0,125,3,3,8
40.006993,116.324233,0,154,4,3,9
40.006981,116.324532,0,166,0,3,9
40.006984,116.324786,0,181,7,3,19
40.006973,116.325064,0,183,8,3,22
40.006903,116.32538,0,162,3,4,8
40.006797,116.325578,0,159,0,4,9
40.006574,116.325627,0,158,0,4,14
40.006369,116.325702,0,156,8,4,22
40.006225,116.325733,0,153,0,5,8
40.006203,116.325748,0,155,0,6,11
40.006203,116.325748,0,155,4,6,13
40.006207,116.325741,0,156,5,6,14
40.006194,116.325748,0,157,0,6,14
40.006167,116.32576,0,157,0,6,17
40.006147,116.32578,0,158,3,0,7
40.006139,116.32581,0,158,4,0,8
40.006169,116.325891,0,159,4,0,9
40.006289,116.325515,0,49,0,0,16
40.00563,116.326262,0,372,5,1,9
40.006353,116.32569,0,115,4,1,10
40.006135,116.325995,0,156,0,1,12
40.006124,116.326054,0,171,0,1,15
40.006084,116.326041,0,175,0,2,8
40.006105,116.326035,0,175,3,2,8
40.00617,116.326055,0,176,0,2,9
40.006272,116.32606,0,187,0,2,19
40.006616,116.325617,0,141,5,2,20
40.006748,116.325544,0,131,0,3,13
40.006758,116.325327,0,123,0,3,18
40.006783,116.32511,0,113,0,3,20
40.006815,116.324875,0,109,0,4,8
40.006834,116.324646,0,104,0,4,14
40.00675,116.324403,0,103,8,4,17
40.006755,116.324201,0,103,3,0,7
40.00678,116.323957,0,98,5,0,8
40.006772,116.3237,0,99,0,0,12
40.006738,116.323446,0,96,0,0,15
40.006733,116.323193,0,94,3,1,8
40.006759,116.322951,0,96,0,1,8
40.006858,116.322703,0,97,4,1,9
40.006905,116.322464,0,94,1,2,20
40.00692,116.322208,0,92,3,4,7
40.006917,116.321938,0,94,0,4,8
40.006948,116.321686,0,92,7,4,10
40.006911,116.321438,0,86,0,4,17
40.006819,116.321272,0,92,0,4,19
40.006935,116.321248,0,95,5,4,20
40.007086,116.32124,0,95,0,0,10
40.007241,116.321198,0,103,0,0,11
40.007385,116.321128,0,106,0,1,8
40.007482,116.320921,0,99,4,1,16
40.007512,116.320705,0,99,4,3,13
40.007482,116.320484,0,99,3,4,7
40.007467,116.320265,0,104,8,5,20
40.007475,116.320042,0,108,8,5,22
40.007462,116.319836,0,111,6,6,9
40.0076,116.319784,0,121,0,6,12
40.007727,116.31974,0,124,7,6,21
40.007759,116.319709,0,127,3,0,7
40.00776,116.319711,0,128,5,0,20
40.00776,116.319711,0,128,3,2,8
40.007752,116.319714,0,128,0,2,9
40.007737,116.319765,0,129,0,2,14
40.007721,116.319818,0,130,0,3,10
40.007717,116.319843,0,130,3,4,8
40.007747,116.319809,0,132,4,5,10
40.007752,116.319807,0,133,0,5,12
40.007752,116.319807,0,133,4,5,13
40.007753,116.319807,0,133,0,5,13
40.007743,116.319807,0,133,0,5,13
40.007747,116.319786,0,134,5,6,18
40.007742,116.319788,0,134,0,1,9
40.007742,116.319788,0,134,0,1,9
40.007744,116.319784,0,134,5,1,21
40.007815,116.319694,0,134,0,3,9
40.007881,116.319615,0,134,5,3,20
40.007926,116.319554,0,134,7,3,23
40.00797,116.319545,0,134,5,4,21
40.008014,116.31957,0,134,4,5,9
40.008017,116.319622,0,134,5,5,10
40.008031,116.319691,0,134,7,5,17
40.008043,116.319729,0,134,0,6,11
40.008015,116.319708,0,134,0,6,12
40.007969,116.319649,0,134,5,0,8
40.007889,116.31943,0,118,0,0,10
40.007889,116.31943,0,118,0,3,12
40.00789,116.319429,0,118,0,3,21
40.0079,116.319427,0,118,5,3,21
40.00791,116.319426,0,117,8,3,21
40.00791,116.319426,0,117,0,4,11
40.007918,116.319425,0,117,0,4,11
40.007928,116.319423,0,117,0,4,11
40.007947,116.319444,0,118,7,4,19
40.007976,116.319522,0,118,0,6,13
40.008002,116.319577,0,118,4,1,17
40.007563,116.318539,0,62,0,2,7
40.00922,116.321934,0,-206,4,2,18
40.008796,116.32112,0,100,4,2,19
40.008767,116.321057,0,119,0,3,7
40.008745,116.321022,0,123,4,4,11
40.008739,116.320984,0,125,0,5,16
40.007538,116.31928,0,106,0,6,11
40.007538,116.31928,0,106,0,6,13
40.007542,116.319284,0,114,4,6,17
40.00761,116.3194,0,127,0,0,7
40.007589,116.319984,0,131,1,0,17
40.007599,116.320122,0,131,0,1,7
40.007593,116.320262,0,131,1,1,17
40.007614,116.320284,0,131,4,1,18
40.007629,116.320299,0,130,4,1,18
40.007743,116.319944,0,129,1,2,18
40.007794,116.31976,0,129,4,2,18
40.007806,116.319651,0,128,0,2,18
40.007815,116.319639,0,127,1,3,18
40.007815,116.319639,0,127,4,3,19
40.007818,116.319639,0,127,0,4,7
40.007827,116.319036,0,127,1,4,17
40.007837,116.319057,0,127,0,4,20
40.007822,116.319076,0,127,0,5,6
40.007763,116.319095,0,127,0,5,14
40.007746,116.319115,0,127,4,5,15
40.007801,116.319155,0,127,4,6,9
40.007805,116.319156,0,127,4,6,15
40.007808,116.319156,0,126,4,6,16
40.007804,116.319158,0,126,4,6,16
40.0078,116.31916,0,126,1,0,6
40.007795,116.319162,0,126,4,0,19
40.007793,116.319163,0,126,1,1,7
40.007795,116.319162,0,126,4,1,18
40.007795,116.319162,0,126,0,1,18
40.007793,116.319162,0,126,4,1,19
40.007763,116.319152,0,126,0,2,7
40.007725,116.319121,0,126,4,2,18
40.007739,116.319129,0,126,4,2,18
40.007772,116.319147,0,126,0,2,19
40.007773,116.319147,0,126,4,2,19
40.007775,116.319148,0,126,0,3,6
40.007775,116.319148,0,126,0,4,7
40.007775,116.319148,0,126,0,4,18
40.008023,116.319312,0,126,0,5,6
40.008256,116.319395,0,126,1,5,7
40.008335,116.319469,0,126,0,5,14
40.008285,116.319496,0,127,0,5,14
40.008243,116.319493,0,128,3,5,15
40.008233,116.319494,0,128,4,5,17
40.008208,116.319503,0,128,0,5,20
40.008149,116.319538,0,128,4,5,21
40.008115,116.319609,0,128,4,6,11
40.008136,116.319721,0,128,0,6,11
40.007759,116.319449,0,129,4,6,13
40.007644,116.319287,0,166,4,6,14
40.007479,116.31899,0,260,4,6,17
40.007548,116.319096,0,185,4,0,17
40.007561,116.319186,0,159,0,1,6
40.007593,116.319227,0,140,1,1,17
40.007629,116.319235,0,134,4,1,18
40.007768,116.319312,0,128,4,1,19
40.007866,116.319588,0,109,0,1,20
40.007849,116.319676,0,93,0,2,6
40.007776,116.319698,0,84,4,2,18
40.00779,116.319716,0,100,0,2,19
40.007756,116.319733,0,114,4,2,19
40.007686,116.319759,0,117,1,3,21
40.007632,116.319746,0,114,1,4,7
40.007613,116.319684,0,115,0,4,7
40.007506,116.319633,0,109,4,4,18
40.007314,116.319568,0,105,0,4,18
40.007098,116.319384,0,97,0,5,6
40.007022,116.31935,0,100,1,5,7
40.006865,116.319423,0,112,3,5,13
40.006784,116.319362,0,120,0,5,14
40.006734,116.319188,0,123,0,5,15
40.006714,116.319015,0,118,0,5,21
40.006733,116.31879,0,113,4,6,11
40.006726,116.318525,0,109,0,6,13
40.006695,116.318261,0,110,4,6,14
40.006712,116.318,0,96,4,6,15
40.006727,116.3178,0,94,0,6,16
40.006764,116.317749,0,118,4,6,17
40.006909,116.317727,0,106,0,6,18
40.007091,116.317704,0,103,0,0,7
40.007276,116.31772,0,100,1,0,18
40.007466,116.317753,0,104,1,1,6
40.007659,116.317783,0,111,0,1,7
40.007882,116.31779,0,116,4,2,18
40.008095,116.317784,0,129,0,4,9
40.008296,116.317802,0,135,1,4,17
40.008484,116.317826,0,139,0,5,19
40.008668,116.31784,0,143,4,5,19
40.008859,116.317808,0,151,0,5,21
40.00903,116.317741,0,160,4,6,9
40.009114,116.317441,0,141,4,6,19
40.009149,116.317157,0,130,4,6,21
40.009156,116.316876,0,117,4,0,10
40.00916,116.316653,0,108,0,0,13
40.009171,116.316429,0,105,0,0,13
40.009224,116.316317,0,114,4,0,14
40.009347,116.316266,0,118,4,0,19
40.009509,116.316217,0,119,0,0,20
40.009656,116.316125,0,124,4,1,19
40.009665,116.315922,0,129,4,1,20
40.009667,116.315688,0,131,1,3,17
40.00967,116.315463,0,134,0,4,7
40.009681,116.315311,0,140,4,5,18
40.00968,116.315118,0,149,0,5,21
40.009796,116.314741,0,140,4,6,9
40.009842,116.314562,0,141,4,6,15
40.009802,116.314495,0,143,0,6,18
40.00981,116.314549,0,145,0,0,7
40.009819,116.314698,0,148,1,0,18
40.00985,116.314929,0,153,0,0,19
40.009893,116.314972,0,159,0,1,6
40.009904,116.314966,0,164,0,2,6
40.009906,116.314975,0,166,1,2,18
40.009906,116.314975,0,166,0,2,19
40.009907,116.314979,0,167,0,3,6
40.009908,116.314968,0,167,1,3,17
40.009912,116.314949,0,167,1,4,7
40.009935,116.314917,0,168,0,4,7
40.010003,116.314892,0,168,0,4,20
40.010052,116.31491,0,169,0,5,6
40.010064,116.314906,0,169,1,5,7
40.010064,116.314897,0,169,1,5,14
40.010081,116.314923,0,169,0,5,16
40.010081,116.314923,0,169,0,5,18
40.010088,116.314931,0,170,4,5,19
40.010118,116.314928,0,170,0,5,20
40.010144,116.314916,0,169,4,5,22
40.010143,116.314926,0,169,4,6,9
40.010122,116.314896,0,169,0,6,14
40.010095,116.314885,0,168,4,6,18
40.010092,116.314879,0,168,4,1,18
40.010092,116.314874,0,168,4,2,18
40.010092,116.314874,0,168,0,2,20
40.010093,116.314872,0,168,4,3,16
40.010094,116.314887,0,168,4,3,18
40.010104,116.314899,0,168,4,4,8
40.010101,116.314907,0,168,5,4,17
40.010101,116.314913,0,168,4,5,14
40.010102,116.314919,0,168,4,5,16
40.010102,116.314925,0,168,0,5,17
40.010102,116.314925,0,168,0,5,18
40.010102,116.314932,0,167,0,6,16
40.010103,116.314943,0,167,5,0,7
40.010077,116.314996,0,167,5,1,6
40.009971,116.315143,0,168,3,1,13
40.00991,116.315186,0,168,5,2,11
40.009872,116.315207,0,167,5,3,6
40.009627,116.315253,0,180,5,4,7
40.009597,116.315257,0,179,5,5,10
40.009565,116.315288,0,178,5,5,18
40.009563,116.315262,0,178,5,6,6
40.009555,116.315246,0,179,0,6,12
40.00958,116.315216,0,179,5,6,14
40.0096,116.315199,0,178,5,0,7
40.0096,116.315191,0,178,5,1,7
40.0096,116.315191,0,178,5,1,15
40.009601,116.31519,0,178,3,2,8
40.009603,116.315175,0,178,5,3,8
40.0096,116.315166,0,179,5,3,14
40.0096,116.315166,0,179,0,3,20
40.009601,116.315173,0,179,5,3,20
40.009628,116.31518,0,178,5,4,7
40.009607,116.315192,0,179,5,5,8
40.00961,116.315211,0,179,4,5,10
40.00966,116.315235,0,178,0,5,19
40.009676,116.315259,0,180,5,6,8
40.009674,116.315251,0,180,5,6,12
40.009668,116.315252,0,182,5,0,7
40.009668,116.315252,0,182,5,1,7
40.009671,116.31525,0,183,5,1,14
40.009659,116.315263,0,184,5,2,7
40.009628,116.315256,0,187,5,2,19
40.009615,116.315272,0,189,5,3,19
40.009615,116.315272,0,189,5,4,7
40.009612,116.315275,0,190,0,4,14
40.009612,116.315285,0,190,5,4,17
40.009613,116.315295,0,190,4,4,18
40.009613,116.3153,0,191,5,5,8
40.009615,116.315307,0,191,5,5,17
40.009616,116.315312,0,191,8,5,19
40.009616,116.315313,0,191,5,6,7
40.009617,116.315315,0,191,0,6,12
40.009617,116.315315,0,191,0,6,18
40.009617,116.315309,0,191,5,0,7
40.009606,116.315348,0,192,5,0,8
40.009606,116.315348,0,192,5,1,9
40.009606,116.315342,0,192,5,1,12
40.009609,116.315325,0,193,4,1,13
40.009629,116.315258,0,194,7,1,14
40.009646,116.315162,0,194,0,1,16
40.009638,116.315093,0,194,5,1,16
40.009574,116.31511,0,186,5,2,6
40.009574,116.31511,0,186,5,2,13
40.009578,116.315118,0,186,0,2,19
40.009738,116.31522,0,217,7,2,19
40.009775,116.315218,0,217,5,3,7
40.009776,116.315233,0,217,4,3,11
40.00979,116.315272,0,217,5,3,14
40.009781,116.315317,0,217,5,3,19
40.009777,116.315357,0,216,5,4,10
40.009798,116.315362,0,216,5,4,11
40.009814,116.315294,0,218,4,4,17
40.009819,116.315278,0,220,5,5,10
40.009818,116.315264,0,220,5,5,17
40.009818,116.315255,0,220,5,0,7
40.009828,116.315233,0,220,5,0,14
40.009886,116.315183,0,222,4,0,18
40.009885,116.31514,0,222,5,0,18
40.009916,116.3151,0,221,5,1,8
40.009926,116.315097,0,221,0,1,12
40.009926,116.315097,0,221,5,1,13
40.009927,116.315104,0,221,4,1,19
40.009928,116.315117,0,221,5,6,8
40.00992,116.315151,0,221,4,6,11
40.00992,116.315151,0,221,5,6,16
40.009928,116.315152,0,220,5,0,8
40.009949,116.315142,0,220,0,0,19
40.009899,116.315297,0,224,4,0,19
40.00985,116.315457,0,231,5,1,7
40.009887,116.315532,0,233,5,2,6
40.00994,116.315507,0,235,4,2,9
40.009992,116.315505,0,237,5,2,14
40.010034,116.315495,0,236,5,3,8
40.010068,116.315514,0,235,5,4,11
40.010111,116.31553,0,234,5,5,7
40.010047,116.315397,0,232,0,5,7
40.009993,116.315338,0,231,4,5,7
40.009942,116.315314,0,230,5,5,7
40.009945,116.315305,0,230,7,5,18
40.009962,116.315298,0,229,5,6,7
40.009967,116.315303,0,229,0,6,8
40.009968,116.315303,0,229,5,6,11
40.009969,116.315301,0,229,7,6,13
40.009969,116.315301,0,229,0,6,16
40.009969,116.315301,0,229,5,6,17
40.009874,116.315089,0,228,5,0,7
40.00987,116.31503,0,228,5,0,11
40.00987,116.31503,0,228,0,0,18
40.009866,116.31503,0,229,5,1,8
40.009877,116.315054,0,232,5,2,7
40.009877,116.315041,0,233,0,2,15
40.009878,116.315045,0,234,5,3,6
40.009878,116.315045,0,234,0,5,16
40.009877,116.315042,0,234,5,5,16
40.009877,116.315052,0,234,0,5,18
40.009931,116.315037,0,235,4,6,16
40.009947,116.315039,0,235,5,6,17
40.009952,116.315025,0,234,5,0,8
40.009951,116.315015,0,234,4,1,19
40.009973,116.31498,0,234,0,1,19
40.010013,116.314927,0,234,0,2,17
40.010028,116.314884,0,233,5,2,17
40.01003,116.314853,0,230,0,3,8
40.01005,116.314868,0,227,5,3,8
40.01005,116.314868,0,227,4,3,10
40.01005,116.31487,0,227,0,3,15
40.010049,116.314852,0,227,4,3,16
40.01005,116.314841,0,225,5,3,16
40.01005,116.314841,0,225,5,4,6
40.010052,116.314836,0,225,0,4,20
40.010052,116.314826,0,225,5,5,6
40.010063,116.314818,0,224,4,5,8
40.010065,116.314827,0,223,5,6,9
40.010055,116.314878,0,224,4,6,10
40.010019,116.314911,0,226,5,6,10
40.010017,116.314941,0,230,3,6,12
40.010016,116.314944,0,229,5,6,18
40.010017,116.314952,0,228,5,0,8
40.010017,116.314957,0,228,5,3,7
40.010017,116.314957,0,228,5,4,6
40.010017,116.314953,0,228,0,4,12
40.010018,116.314942,0,228,0,4,19
40.01003,116.314901,0,229,5,5,8
40.010032,116.314829,0,230,0,5,9
40.010007,116.314763,0,233,0,5,17
40.009914,116.314629,0,237,5,6,7
40.00983,116.31453,0,238,0,6,13
40.009722,116.314489,0,238,5,6,16
40.009627,116.314522,0,236,5,0,7
40.009603,116.314617,0,231,0,0,20
40.00959,116.31485,0,217,5,1,6
40.009585,116.315078,0,194,0,1,19
40.009606,116.315244,0,186,0,4,7
40.00963,116.315392,0,182,5,4,7
40.009632,116.315597,0,171,0,4,17
40.00965,116.315796,0,163,5,5,6
40.009667,116.315988,0,155,0,5,10
40.009641,116.316151,0,145,5,5,19
40.009503,116.316144,0,140,5,0,8
40.009356,116.316154,0,136,5,1,5
40.009211,116.316186,0,133,5,2,5
40.009061,116.316234,0,125,0,2,16
40.00897,116.316397,0,117,5,3,7
40.009018,116.316623,0,108,5,4,7
40.009073,116.316833,0,94,5,5,4
40.009111,116.317041,0,85,0,5,8
40.009116,116.31725,0,80,5,6,11
40.009121,116.317435,0,75,0,6,17
40.009096,116.317619,0,71,5,6,18
40.008987,116.317653,0,68,3,1,10
40.00884,116.317637,0,67,3,1,10
40.008661,116.317617,0,66,3,1,11
40.008471,116.317549,0,69,0,1,13
40.008282,116.317515,0,80,4,1,13
40.008107,116.31753,0,84,4,1,14
40.00793,116.317523,0,89,3,2,18
40.00774,116.317513,0,96,2,2,18
40.007566,116.317487,0,104,2,2,18
40.007421,116.317497,0,107,4,2,18
40.00723,116.317521,0,113,5,2,22
40.007061,116.317519,0,117,2,3,19
40.006882,116.317529,0,119,2,3,19
40.006685,116.317542,0,126,2,3,19
40.006538,116.3176,0,135,4,4,14
40.006406,116.317629,0,140,4,4,14
40.006238,116.31762,0,144,0,4,14
40.006045,116.317601,0,149,0,4,14
40.005872,116.317606,0,151,0,4,14
40.005694,116.317597,0,151,4,4,17
40.005527,116.317636,0,152,3,5,11
40.005352,116.317633,0,154,4,5,11
40.005174,116.317651,0,157,3,5,13
40.005004,116.317663,0,160,7,6,9
40.004847,116.317675,0,163,0,6,10
40.004821,116.317882,0,146,2,6,11
40.004791,116.318054,0,136,4,0,9
40.004775,116.318245,0,128,4,0,13
40.004775,116.318453,0,108,2,0,20
40.004787,116.318658,0,91,0,1,12
40.004789,116.318846,0,82,0,1,12
40.004812,116.319054,0,69,4,2,13
40.004828,116.319249,0,59,4,2,21
40.004843,116.31944,0,55,3,2,21
40.004867,116.319697,0,53,5,4,10
40.004873,116.319906,0,50,7,4,10
40.004881,116.320086,0,51,5,4,11
40.0049,116.320251,0,48,4,4,18
40.004911,116.320462,0,46,4,4,19
40.004918,116.320673,0,37,0,4,20
40.004921,116.320892,0,35,0,5,10
40.004909,116.321104,0,37,4,5,13
40.004867,116.321224,0,40,4,5,13
40.004724,116.321225,0,49,4,5,13
40.004556,116.32122,0,51,7,5,19
40.0044,116.321227,0,53,0,5,21
40.00425,116.321206,0,57,3,6,10
40.004097,116.321238,0,66,5,6,10
40.00391,116.321272,0,79,0,6,12
40.003745,116.321271,0,86,2,6,14
40.003588,116.321249,0,96,3,0,15
40.003431,116.321212,0,111,0,0,15
40.003278,116.321264,0,118,3,1,12
40.00312,116.321299,0,126,4,1,18
40.002983,116.321315,0,131,5,1,18
40.00279,116.32132,0,138,0,3,13
40.002606,116.321333,0,146,4,3,19
40.002444,116.321363,0,154,0,4,19
40.002283,116.321368,0,163,4,4,19
40.002086,116.321424,0,173,2,4,21
40.001916,116.321438,0,184,0,4,21
40.001777,116.321432,0,194,4,5,10
40.001643,116.321535,0,195,2,5,10
40.001494,116.321583,0,200,4,5,11
40.001312,116.321616,0,205,0,5,17
40.001067,116.321544,0,185,8,6,14
40.000907,116.321535,0,189,3,0,9
40.000745,116.321569,0,198,3,0,9
40.000582,116.321593,0,207,3,0,10
40.000419,116.321627,0,214,4,0,10
40.000263,116.321661,0,219,3,0,15
40.000096,116.321721,0,217,3,0,20
39.99994,116.321766,0,222,0,0,20
39.999777,116.321825,0,228,3,1,14
39.999712,116.321954,0,228,3,1,18
39.999745,116.322249,0,202,4,1,18
39.99975,116.322466,0,181,0,1,18
39.999752,116.322633,0,167,3,2,14
39.999752,116.322809,0,152,0,2,14
39.999754,116.323008,0,141,4,4,10
39.999758,116.32323,0,126,4,4,10
39.999755,116.323392,0,120,5,5,11
39.999756,116.323526,0,120,0,5,14
39.99978,116.32372,0,124,4,5,17
39.999785,116.323904,0,124,2,0,13
39.999793,116.324093,0,121,5,1,11
39.999784,116.32427,0,123,2,1,11
39.999783,116.324454,0,127,3,2,13
39.999783,116.324724,0,114,0,2,13
39.999817,116.324976,0,103,3,2,19
39.999819,116.325187,0,100,3,4,11
39.999814,116.325442,0,90,4,6,16
39.999816,116.325662,0,91,0,6,16
39.999817,116.325882,0,90,4,6,16
39.999822,116.326087,0,90,0,2,12
39.99984,116.326302,0,89,0,2,12
39.999851,116.326527,0,93,2,2,20
39.999845,116.32673,0,93,0,3,9
39.999846,116.326927,0,96,4,3,19
39.99986,116.327102,0,99,4,4,11
39.99987,116.327266,0,103,4,4,11
39.999905,116.327365,0,109,0,4,15
39.999952,116.327371,0,111,4,4,15
39.999954,116.327355,0,112,2,4,15
39.999954,116.327355,0,112,4,4,15
39.999954,116.327355,0,112,5,5,11
39.999956,116.32736,0,112,4,5,13
39.999948,116.327336,0,112,4,5,13
39.999948,116.327336,0,112,4,5,15
